Country/Region,Province/State,Long,Lat,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020,7/28/2020,7/29/2020,7/30/2020,7/31/2020,8/1/2020,8/2/2020,8/3/2020,8/4/2020,8/5/2020,8/6/2020,8/7/2020,8/8/2020,8/9/2020,8/10/2020,8/11/2020,8/12/2020,8/13/2020,8/14/2020,8/15/2020,8/16/2020,8/17/2020,8/18/2020,8/19/2020,8/20/2020,8/21/2020,8/22/2020,8/23/2020,8/24/2020,8/25/2020,8/26/2020,8/27/2020,8/28/2020,8/29/2020,8/30/2020,8/31/2020,9/1/2020,9/2/2020,9/3/2020,9/4/2020,9/5/2020,9/6/2020,9/7/2020,9/8/2020,9/9/2020,9/10/2020,9/11/2020,9/12/2020,9/13/2020,9/14/2020,9/15/2020,9/16/2020,9/17/2020,9/18/2020,9/19/2020,9/20/2020,9/21/2020,9/22/2020,9/23/2020,9/24/2020,9/25/2020,9/26/2020,9/27/2020
Australia,New South Wales,151.2093,-33.8688,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1379,1379,1379,1379,1379,1379,1379,1379,2193,2208,2227,2266,2284,2293,2293,2306,2328,2349,2418,2463,2486,2504,2504,2517,2543,2571,2595,2605,2611,2611,2612,2614,2631,2648,2648,2653,2653,2656,2661,2663,2670,2666,2683,2685,2685,2687,2691,2700,2714,2719,2723,2724,2729,2735,2738,2743,2763,2766,2766,2768,2770,2770,2770,2771,2771,2771,2771,2771,2776,2782,2784,2784,2784,2784,2787,2787,2789,2977,2988,2988,2987,2986,2986,2987,2997,2988,2988,2988,2988,2988,2988,2988,2988,2988,2988,2988,2988,2988,2988,2988,2989,2989,2989,2989,2989,2989,2991,2991,2992,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2995,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,3107,3113,3116,3116,3117,3118
Australia,Northern Territory,130.8456,-12.4634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,6,6,6,9,9,9,9,9,9,9,9,0,23,23,25,25,25,24,24,24,24,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
Australia,Queensland,153.4,-28.0167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,173,173,173,345,372,372,372,372,442,442,442,442,738,738,738,738,738,738,738,803,926,926,934,943,948,965,976,980,980,985,989,994,1019,1019,1021,1027,1028,1030,1031,1036,1037,1038,1039,1040,1040,1040,1041,1041,1038,1039,1044,1045,1045,1045,1046,1046,1048,1047,1046,1049,1049,1050,1050,1051,1051,1051,1051,1051,1051,1051,1051,1052,1052,1053,1053,1053,1053,1053,1053,1054,1054,1054,1054,1054,1054,1054,1054,1054,1055,1055,1055,1055,1056,1057,1057,1058,1058,1058,1058,1058,1058,1058,1059,1060,1061,1061,1062,1063,1063,1063,1063,1063,1063,1063,1065,1066,1066,1066,1067,1067,1069,1069,1069,1071,1071,1072,1075,1076,1076,1076,1079,1079,1079,1079,1079,1081,1082,1082,1082,1082,1082,1083,1083,1084,1084,1084,1084,1084,1084,1086,1088,1089,1089,1089,1090,1091,1091,1094,1096,1107,1110,1111,1111,1111,1112,1118,1123,1124,1124,1124,1125,1141,1141,1141,1141
Australia,South Australia,138.6007,-34.9285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,46,46,46,53,53,53,120,179,179,179,179,240,240,279,331,331,331,331,331,331,331,331,401,411,414,420,420,420,422,427,427,427,429,432,433,433,433,434,434,434,434,434,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,437,439,439,439,439,439,439,439,440,440,440,440,440,440,441,441,441,441,441,441,441,441,441,443,443,443,443,443,444,445,445,446,447,447,447,449,449,449,449,450,450,451,452,452,452,452,456,456,456,456,456,458,458,458,458,458,459,459,459,459,459,460,461,461,461,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462
Australia,Tasmania,145.9707,-41.4545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,26,26,26,48,48,48,48,48,53,53,67,67,67,67,67,67,67,67,67,117,123,132,137,144,153,157,158,164,165,165,167,174,175,182,182,182,184,184,188,191,192,194,195,195,196,198,199,199,200,202,203,203,203,205,206,207,207,208,208,208,208,209,209,209,209,209,212,213,213,213,213,213,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,217,217,217,218,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217
Australia,Victoria,144.9631,-37.8136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,70,97,97,97,149,171,191,191,191,291,343,422,476,527,573,620,620,620,736,926,926,926,926,1118,1118,1137,1159,1172,1172,1172,1172,1172,1172,1172,133,1265,1280,1287,1291,1293,1300,1300,1300,1311,1321,1322,1327,1327,1336,1346,1360,1385,1385,1407,1417,1417,1439,1454,1454,1473,1479,1479,1498,1520,1533,1533,1544,1544,1553,1557,1560,1563,1569,1569,1586,1586,1593,1595,1602,1616,1621,1632,1632,1657,1661,1664,1664,1678,1678,1680,1694,1701,1712,1721,1721,1742,1742,1775,1789,1816,1816,1866,1904,1904,1971,1992,2028,2058,2142,2142,2286,2289,2329,2395,2488,2591,2669,2709,2819,2933,2933,3078,3298,3298,3450,3529,3680,3817,4123,4123,4259,4479,4696,5111,5111,5283,5424,5628,6066,6378,6378,6642,6889,7271,7493,8121,8121,8570,9023,9413,9729,12334,12940,13239,13708,14077,14572,14572,14837,15101,15324,15580,15814,16152,16152,16370,16625,16784,16921,17056,17175,17311,17484,17771,17771,17893,18006,18079,18217,18278,18278,18379,18473,18567,18628,18738,18794,18794,18842,18901
Australia,Western Australia,115.8605,-31.9505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,28,28,41,41,48,64,92,92,92,162,162,162,170,203,216,216,216,251,251,338,340,340,340,340,340,340,340,340,478,486,486,495,507,507,511,520,523,528,528,528,534,534,536,536,536,537,538,538,538,541,543,545,545,545,545,545,549,549,549,549,549,550,551,552,552,553,553,557,557,557,559,559,560,560,571,575,575,582,591,591,592,592,592,592,593,593,594,594,595,595,595,595,595,598,598,598,598,598,600,600,600,602,602,602,604,604,606,606,606,610,610,617,618,622,625,625,631,631,642,644,647,647,647,647,650,650,652,654,654,654,654,627,628,629,629,630,632,632,632,632,633,633,633,633,633,633,633,634,634,635,636,637,637,637,641,641,641,641,641,643,644,644,644,644,644,646,646,646,646,646,646,646,648,648,649,650,650,650,650,650,650,650,651,651
Austria,,14.5501,47.5162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,6,6,6,6,1,9,9,9,9,9,9,9,9,112,225,225,479,636,1095,1436,1749,2022,2507,2998,3463,4046,4512,5240,6064,6604,6987,7343,7633,8098,8986,9704,10214,10501,10631,10971,11328,11694,11872,12103,12282,12362,12580,12779,12907,13110,13180,13228,13316,13462,13639,13698,13836,13928,13991,14061,14148,14304,14405,14471,14524,14563,14614,14678,14882,14951,15005,15037,15063,15138,15182,15228,15286,15347,15520,15593,15596,15629,15672,15717,15742,15789,15793,15839,15875,15910,15949,15985,16012,16059,16066,16089,16099,16101,16141,16175,16197,16241,16261,16282,16320,16348,16371,16401,16420,16478,16491,16514,16558,16607,16615,16647,16686,16721,16758,16808,16864,16952,17000,17073,17175,17244,17335,17501,17599,17659,17716,17849,17943,18042,18124,18209,18246,18379,18528,18628,18758,18911,18984,19063,19336,19464,19596,19690,19812,19923,20010,20123,20268,20346,20499,20627,20681,20765,20870,20958,21093,21260,21406,21558,21657,21888,22145,22317,22594,22866,23070,23226,23565,23820,24171,24513,24828,25043,25300,25629,25764,26043,26257,26579,26760,27010,27354,27655,28044,28451,28961,29229,29516,30312,30949,31661,32301,33154,33589
Azerbaijan,,47.5769,40.1431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,6,6,6,6,6,11,10,10,10,10,15,15,15,15,26,26,26,26,32,32,32,44,44,63,101,159,200,250,289,351,404,460,528,590,712,791,865,907,948,1013,1080,1139,1162,1221,1267,1325,1365,1411,1441,1480,1508,1536,1551,1576,1620,1650,1680,1680,1789,1833,1886,1944,2015,2055,2198,2253,2340,2399,2506,2607,2741,2819,2897,3022,3125,3327,3428,3508,3564,3665,3737,3871,4024,4149,4377,4606,4720,4930,5116,5309,5583,5739,5948,6075,6192,6325,6516,6799,7168,7503,7768,8059,8364,8719,9026,9369,9715,10061,10425,10820,11291,11742,12182,12635,13100,13591,14093,14607,15093,15640,16150,16695,17256,17805,18450,18967,19490,19939,20443,20974,21547,22082,22684,23242,23873,24495,25168,25882,26474,27113,27760,28348,28840,29275,29696,30056,30364,30642,30856,31058,31269,31490,31697,31875,32042,32201,32363,32511,32682,32842,32993,33104,33190,33281,33364,33461,33576,33703,33847,33977,34116,34264,34419,34565,34705,34837,34965,35119,35269,35440,35607,35756,35860,35998,36149,36289,36424,36601,36755,36836,36949,37122,37255,37392,37523,37655
"Bahamas, The",,-77.3963,25.0343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,4,5,5,5,5,5,5,6,6,6,6,6,10,10,11,12,12,14,15,15,22,22,23,23,25,24,24,24,25,26,26,26,31,37,37,39,39,41,41,41,42,42,43,43,43,44,44,45,45,46,46,46,47,48,48,48,49,49,55,55,55,62,62,64,64,67,68,68,68,68,68,72,72,74,74,74,77,77,83,83,84,84,87,87,87,87,89,89,89,89,89,89,89,89,89,89,89,89,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,95,99,104,113,116,122,138,138,160,189,191,203,209,211,221,221,227,227,227,227,227,755,782,782,801,801,849,893,893,948,948,976,976,1183,1183,1220,1319,1319,1391,1482,1533,1626,1626,1679,1689,1771,1871,1915,1962,1999,1999,2005
Bahrain,,50.55,26.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,14,22,35,35,44,44,60,77,81,88,100,100,125,149,164,177,177,204,227,265,272,279,295,337,381,382,423,431,458,458,477,519,539,555,558,591,645,663,703,725,755,759,769,784,1026,1082,1113,1160,1189,1218,1310,1455,1500,1555,1568,1718,1744,1762,1860,2000,2028,2055,2070,2152,2192,2205,2353,2640,2762,2910,2931,2952,3568,3873,4096,4465,4587,4753,4938,5152,5419,5700,5826,6673,7070,7407,7410,7728,8585,9056,9468,10326,10606,11109,11487,11903,12191,12818,13267,13866,14185,14696,15287,15790,16419,16862,17450,17977,18501,19137,19781,20517,20928,21331,21948,22583,23318,23959,24649,25178,25570,26073,26520,27213,27828,28425,29099,29753,30320,30809,31188,31765,32372,32965,33455,33894,34412,34826,35205,35689,36110,36531,36920,37357,37840,38211,38666,39007,39335,39576,39945,40276,40549,40967,41209,41504,41836,42180,42469,42806,43128,43529,43921,44278,44628,45166,45589,45981,46311,46673,47049,47370,47760,48275,48654,49047,49395,49645,50013,50323,50645,50946,51240,51574,51819,52284,52776,53192,53681,54204,54831,55444,56087,56700,57299,57950,58626,59367,60117,60853,61475,62252,62887
Bangladesh,,90.3563,23.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,5,5,7,11,11,15,15,19,25,25,25,26,30,33,33,33,33,33,33,36,39,42,42,49,49,58,66,75,85,87,92,108,112,113,122,131,139,150,160,174,177,1063,1209,1403,1403,1910,2101,2414,2650,2902,3147,3361,3361,3882,4117,4373,4585,4993,5207,5602,6190,6486,6901,7334,7579,7925,8425,9015,9375,9781,10597,11120,11590,12161,12804,13325,13903,14560,15337,15900,16747,17249,17828,18730,18731,36264,38189,40164,42945,43993,45077,46755,47635,49666,51495,53133,54318,55727,57780,59624,62108,66442,68048,70721,72625,76149,78102,80838,84544,86406,88034,93614,98317,103227,105523,106963,108725,110098,111642,113556,115397,117202,119208,120976,122090,123882,125683,127414,130292,132960,135136,136253,136839,137905,139860,141750,143824,145584,146604,148370,150437,151972,153089,154871,156623,157635,158950,160591,162825,165738,168991,172615,175567,179091,182875,186756,190183,193458,196836,198863,201907,204887,208177,211016,213980,216191,217852,221275,224573,227809,230804,233550,236024,238271,240643,243155,245594,247969,250412,252335,254386,256565,258717,260790,262953,265092,267024,268777,270491
Barbados,,-59.5432,13.1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,8,11,11,11,11,13,13,15,15,15,17,17,19,25,25,30,31,31,39,39,39,39,39,39,44,44,46,47,47,53,53,57,57,57,57,65,65,65,67,68,68,68,70,70,70,70,70,71,71,76,76,76,76,76,76,76,81,81,81,81,81,81,81,83,83,83,83,83,83,83,85,85,85,85,85,85,85,85,85,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,91,91,91,91,91,94,94,94,94,94,94,94,95,96,96,98,98,98,98,100,100,100,108,112,112,112,115,118,119,121,122,122,122,123,123,124,126,132,132,132,139,140,141,141,145,146,146,149,150,153,154,154,154,156,156,157,158,158,164,165,169,171,171,172,172,173,173,173,174,174,175,178,178
Belarus,,27.9534,53.7098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,5,5,5,15,15,22,22,29,29,32,32,32,32,47,53,53,53,53,52,53,54,77,139,169,172,203,203,203,203,203,342,342,494,514,577,769,938,1120,1573,1695,1740,1993,2072,2386,2918,3117,3196,3259,3771,4388,5067,5484,6050,6406,6531,6974,7711,8168,8807,9498,9932,10130,10620,11415,12057,12833,13528,14155,14449,15086,15923,16660,17390,17964,18514,18776,19195,20171,21162,22066,23015,23647,23880,24506,25667,26643,27760,29111,30103,30420,31273,32735,34023,35275,36749,37666,37923,38688,40136,41448,42689,44126,45027,45213,46054,47553,48738,49909,50669,50871,51120,51902,52854,53609,54254,54919,55380,55492,55799,56379,56915,57370,57856,58204,58290,58592,59061,59439,59755,60092,60425,60492,60669,61442,61765,62444,62686,62896,62943,63163,63425,63756,64200,64744,64935,64991,65219,65893,66178,66452,66452,67072,67149,67339,67647,67929,68256,68577,68839,68925,69097,69378,69650,69887,70207,70452,70468,70606,70900,71205,71510,71843,71864,71883,71916,71999,72203,72369,72547,72584,72609,72661,72810,72967,73098,73212,73265,73301,73386,73564,73733,73925,74046,74120
Belgium,,4,50.8333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,31,1,263,263,401,461,547,675,858,1063,1359,1527,1696,2132,2495,2872,3247,3751,3986,4157,4681,5164,5568,5986,6463,6707,6868,7107,7562,7961,8348,8757,8895,9002,9433,9800,10122,10417,10785,10878,10943,11283,11576,11892,12211,12309,12378,12441,12731,12980,13201,13411,13642,13697,13732,13937,14111,14301,14460,14630,14657,14687,14847,14988,15123,15155,15272,15297,15320,15465,15572,15682,15769,15887,15919,15934,15959,16048,16112,16190,16291,16315,16324,16392,16453,16498,16547,16589,16610,16625,16684,16724,16751,16771,16771,16771,16771,16771,16890,16918,16941,16941,16941,16984,17021,17044,17073,17091,17091,17091,17122,17138,17159,17179,17196,17196,17196,17223,17242,17253,17289,17289,17289,17321,17330,17347,17369,17394,17425,17438,17452,17476,17491,17513,17546,17573,17590,17598,17639,17661,17700,17728,17766,17780,17792,17841,17883,17913,17941,17981,17994,18003,18048,18078,18131,18165,18204,18225,18242,18291,18331,18360,18360,18403,18415,18422,18457,18490,18513,18534,18555,18565,18576,18602,18635,18659,18689,18709,18723,18737,18789,18810,18854,18908,18945,18965,18977,19039,19079,19123,19184,19246,19275
Belize,,-59.5432,13.1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,5,5,5,5,6,9,9,9,13,13,13,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,18,18,18,18,18,18,18,19,19,19,19,19,19,19,20,20,20,20,21,21,22,22,22,22,22,22,23,25,26,26,26,26,27,27,27,30,30,30,30,30,31,32,32,32,32,32,32,32,32,32,35,35,38,38,38,38,43,44,44,45,48,54,54,93,115,117,173,213,240,240,271,287,287,314,321,326,326,404,458,492,540,663,696,742,812,876,918,967,967,1019,1019,1134,1165,1165
Benin,,2.3158,9.3077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,5,5,5,5,5,5,5,5,18,18,18,18,18,18,27,27,27,27,27,27,33,33,33,33,33,42,42,42,50,50,50,53,62,62,62,62,76,83,83,83,83,83,83,83,57,61,61,61,82,84,118,134,134,136,136,143,147,148,148,151,151,151,151,186,188,188,188,217,222,228,232,236,237,238,247,247,253,253,272,277,288,292,295,306,323,333,333,333,333,333,333,333,333,333,333,333,557,557,557,557,557,557,782,782,782,782,782,782,918,918,918,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1600,1600,1600,1600,1600,1600,1681,1681,1681,1681,1690,1690,1690,1690,1690,1705,1705,1705,1705,1705,1705,1738,1738,1738,1738,1738,1738,1738,1738,1738,1738,1793,1793,1793,1793,1793,1793,1793,1793,1942,1942,1942,1942,1950,1950,1950,1950,1954,1954,1954,1954,1960,1960,1960
Bhutan,,90.4336,27.5142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,11,11,11,14,17,18,19,19,21,21,22,24,24,25,28,30,30,32,34,34,34,38,38,38,44,48,50,50,50,51,53,53,55,55,55,55,57,76,76,78,78,78,78,78,82,83,83,83,83,85,85,85,86,86,86,88,89,89,89,90,93,93,96,96,96,96,96,97,97,100,102,102,102,103,103,103,108,110,112,112,117,118,118,119,120,135,140,142,142,144,150,150,150,150,151,153,155,155,158,159,161,161,175,175,175,182,190,192,194,195,196,198,199,205,210
Bolivia,,-63.5887,-16.2902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,6,7,14,26,31,31,31,37,44,44,54,54,80,98,98,117,117,134,134,166,174,187,198,219,237,258,273,299,313,339,356,434,473,493,503,533,553,561,575,609,629,647,677,689,738,749,889,968,1137,1298,1507,1658,1739,1902,2086,2159,2190,2261,2372,2431,2768,3113,3430,3752,4002,4002,4670,5086,5454,5857,6300,6795,7338,7736,8158,8517,8928,9340,9764,10358,10766,11272,11667,11929,12398,12883,13354,13918,14333,14843,15294,15819,16357,16979,17882,18200,18553,18875,19290,19721,20030,20614,20951,21169,21478,21971,22506,23305,23582,23968,24156,24510,25390,26437,27373,28139,28904,29808,30823,31753,32830,33720,34723,35638,36491,37471,38623,39965,41111,42141,43887,45396,47050,48875,50397,52521,54914,56749,58497,60408,62124,64074,65884,67844,69566,71489,73150,75098,77216,79483,81240,82796,84286,85198,86216,87031,87716,88457,89032,89617,90240,90853,91556,92101,92868,93406,93791
Bosnia and Herzegovina,,17.6791,43.9159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,5,5,8,17,17,19,20,27,30,30,47,68,79,101,129,139,193,206,236,253,277,320,338,347,381,437,460,485,538,592,624,659,682,710,727,755,779,825,855,911,928,954,960,1059,1106,1114,1168,1228,1272,1336,1355,1436,1464,1522,1557,1596,1614,1662,1680,1696,1721,1744,1781,1803,1831,1862,1888,1910,1939,1951,1968,1968,1968,2023,2049,2063,2100,2119,2119,2119,2162,2178,2197,2219,2241,2241,2241,2270,2285,2297,2322,2338,2338,2338,2366,2402,2432,2515,2550,2550,2550,2598,2693,2769,2815,3037,3078,3115,3179,3179,3335,3534,3612,3648,3669,3755,4003,4159,4367,4555,4555,4555,4930,5220,5441,5586,5959,5959,6312,6359,6592,6839,7042,7373,7373,7373,8159,8411,8827,9156,9344,9619,9619,9856,10279,10711,10881,11157,11329,11329,11861,12081,12336,12480,12733,12858,12961,13095,13435,13626,14120,14476,14636,14709,14830,15172,15208,15273,15672,15922,16038,16166,16701,16990,17219,17365,17489,17878,18109,18359,18634,19142,19507,19746,19746
